id_persona,nacionalidad,autoidentificacion_etnica,estatus_migratorio,numero_detenciones,estado_civil,nivel_de_instruccion,genero,edad,sexo,Sexo
17542,ECUATORIANA,,,,,,,,25,MUJER
17543,ECUATORIANA,,,,,,,,25,MUJER
17544,ECUATORIANA,,,,,,,,22,HOMBRE
17545,ECUATORIANA,,,,,,,,24,HOMBRE
17546,ECUATORIANA,,,,,,,,47,HOMBRE
17547,ECUATORIANA,,,,,,,,22,HOMBRE
17548,ECUATORIANA,,,,,,,,29,HOMBRE
17549,ECUATORIANA,,,,,,,,43,HOMBRE
17550,ECUATORIANA,,,,,,,,17,MUJER
17551,ECUATORIANA,,,,,,,,48,HOMBRE
17552,ECUATORIANA,,,,,,,,35,HOMBRE
17553,ECUATORIANA,,,,,,,,22,HOMBRE
17554,COLOMBIANA,,,,,,,,,HOMBRE
17555,COLOMBIANA,,,,,,,,,HOMBRE
17556,COLOMBIANA,,,,,,,,,HOMBRE
17557,COLOMBIANA,,,,,,,,,HOMBRE
17558,ECUATORIANA,,,,,,,,34,HOMBRE
17559,ECUATORIANA,,,,,,,,22,HOMBRE
17560,ECUATORIANA,,,,,,,,19,HOMBRE
17561,ECUATORIANA,,,,,,,,24,MUJER
17562,ECUATORIANA,,,,,,,,26,HOMBRE
17563,ECUATORIANA,,,,,,,,26,HOMBRE
17564,ECUATORIANA,,,,,,,,31,HOMBRE
17565,ECUATORIANA,,,,,,,,,MUJER
17566,ECUATORIANA,,,,,,,,49,HOMBRE
17567,ECUATORIANA,,,,,,,,17,HOMBRE
17568,ECUATORIANA,,,,,,,,25,HOMBRE
17569,ECUATORIANA,,,,,,,,23,HOMBRE
17570,ECUATORIANA,,,,,,,,34,HOMBRE
17571,ECUATORIANA,,,,,,,,37,HOMBRE
17572,ECUATORIANA,,,,,,,,33,HOMBRE
17573,ECUATORIANA,,,,,,,,29,HOMBRE
17574,ECUATORIANA,,,,,,,,19,MUJER
17575,ECUATORIANA,,,,,,,,,MUJER
17576,ECUATORIANA,,,,,,,,42,HOMBRE
17577,ECUATORIANA,,,,,,,,29,HOMBRE
17578,ECUATORIANA,,,,,,,,63,HOMBRE
17579,ECUATORIANA,,,,,,,,58,HOMBRE
17580,ECUATORIANA,,,,,,,,19,HOMBRE
17581,ECUATORIANA,,,,,,,,43,HOMBRE
17582,ECUATORIANA,,,,,,,,42,HOMBRE
17583,ECUATORIANA,,,,,,,,20,HOMBRE
17584,ECUATORIANA,,,,,,,,31,HOMBRE
17585,ECUATORIANA,,,,,,,,33,HOMBRE
17586,ECUATORIANA,,,,,,,,33,HOMBRE
17587,ECUATORIANA,,,,,,,,49,HOMBRE
17588,ECUATORIANA,,,,,,,,29,HOMBRE
17589,ECUATORIANA,,,,,,,,33,HOMBRE
17590,ECUATORIANA,,,,,,,,18,HOMBRE
17591,ECUATORIANA,,,,,,,,52,HOMBRE
17592,ECUATORIANA,,,,,,,,25,HOMBRE
17593,ECUATORIANA,,,,,,,,24,HOMBRE
17594,ECUATORIANA,,,,,,,,20,HOMBRE
17595,ECUATORIANA,,,,,,,,21,MUJER
17596,ECUATORIANA,,,,,,,,46,HOMBRE
17597,ECUATORIANA,,,,,,,,40,HOMBRE
17598,ECUATORIANA,,,,,,,,17,HOMBRE
17599,ECUATORIANA,,,,,,,,21,HOMBRE
17600,ECUATORIANA,,,,,,,,14,HOMBRE
17601,ECUATORIANA,,,,,,,,36,HOMBRE
17602,ECUATORIANA,,,,,,,,18,HOMBRE
17603,COLOMBIANA,,,,,,,,,HOMBRE
17604,ECUATORIANA,,,,,,,,23,HOMBRE
17605,ECUATORIANA,,,,,,,,25,HOMBRE
17606,ECUATORIANA,,,,,,,,,HOMBRE
17607,ECUATORIANA,,,,,,,,45,HOMBRE
17608,ECUATORIANA,,,,,,,,29,MUJER
17609,ECUATORIANA,,,,,,,,23,HOMBRE
17610,ECUATORIANA,,,,,,,,46,HOMBRE
17611,ECUATORIANA,,,,,,,,24,HOMBRE
17612,ECUATORIANA,,,,,,,,,HOMBRE
17613,ECUATORIANA,,,,,,,,33,HOMBRE
17614,ECUATORIANA,,,,,,,,26,HOMBRE
17615,ECUATORIANA,,,,,,,,31,HOMBRE
17616,ECUATORIANA,,,,,,,,20,HOMBRE
17617,ECUATORIANA,,,,,,,,18,HOMBRE
17618,ECUATORIANA,,,,,,,,26,HOMBRE
17619,ECUATORIANA,,,,,,,,24,HOMBRE
17620,ECUATORIANA,,,,,,,,25,HOMBRE
17621,ECUATORIANA,,,,,,,,17,MUJER
17622,ECUATORIANA,,,,,,,,24,HOMBRE
17623,ECUATORIANA,,,,,,,,25,HOMBRE
17624,ECUATORIANA,,,,,,,,35,HOMBRE
17625,ECUATORIANA,,,,,,,,36,HOMBRE
17626,ECUATORIANA,,,,,,,,35,MUJER
17627,ECUATORIANA,,,,,,,,23,HOMBRE
17628,ECUATORIANA,,,,,,,,26,HOMBRE
17629,ECUATORIANA,,,,,,,,22,HOMBRE
17630,ECUATORIANA,,,,,,,,23,HOMBRE
17631,ECUATORIANA,,,,,,,,42,HOMBRE
17632,ECUATORIANA,,,,,,,,32,HOMBRE
17633,ECUATORIANA,,,,,,,,48,HOMBRE
17634,ECUATORIANA,,,,,,,,47,HOMBRE
17635,ECUATORIANA,,,,,,,,32,HOMBRE
17636,ECUATORIANA,,,,,,,,27,HOMBRE
17637,ECUATORIANA,,,,,,,,,HOMBRE
17638,ECUATORIANA,,,,,,,,41,HOMBRE
17639,ECUATORIANA,,,,,,,,,MUJER
17640,ECUATORIANA,,,,,,,,43,HOMBRE
17641,ECUATORIANA,,,,,,,,16,HOMBRE
17642,ECUATORIANA,,,,,,,,27,HOMBRE
17643,ECUATORIANA,,,,,,,,32,HOMBRE
17644,ECUATORIANA,,,,,,,,40,HOMBRE
17645,ECUATORIANA,,,,,,,,21,HOMBRE
17646,ECUATORIANA,,,,,,,,19,HOMBRE
17647,ECUATORIANA,,,,,,,,26,HOMBRE
17648,ECUATORIANA,,,,,,,,29,HOMBRE
17649,ECUATORIANA,,,,,,,,26,HOMBRE
17650,ECUATORIANA,,,,,,,,33,HOMBRE
17651,ECUATORIANA,,,,,,,,18,HOMBRE
17652,ECUATORIANA,,,,,,,,24,HOMBRE
17653,ECUATORIANA,,,,,,,,40,HOMBRE
17654,ECUATORIANA,,,,,,,,21,HOMBRE
17655,ECUATORIANA,,,,,,,,33,HOMBRE
17656,ECUATORIANA,,,,,,,,29,HOMBRE
17657,ECUATORIANA,,,,,,,,15,HOMBRE
17658,ECUATORIANA,,,,,,,,28,HOMBRE
17659,ECUATORIANA,,,,,,,,34,HOMBRE
17660,ECUATORIANA,,,,,,,,19,MUJER
17661,ECUATORIANA,,,,,,,,36,HOMBRE
17662,ECUATORIANA,,,,,,,,17,HOMBRE
17663,ECUATORIANA,,,,,,,,16,HOMBRE
17664,ECUATORIANA,,,,,,,,18,HOMBRE
17665,ECUATORIANA,,,,,,,,26,HOMBRE
17666,ECUATORIANA,,,,,,,,24,HOMBRE
17667,ECUATORIANA,,,,,,,,19,HOMBRE
17668,ECUATORIANA,,,,,,,,38,HOMBRE
17669,ECUATORIANA,,,,,,,,20,HOMBRE
17670,ECUATORIANA,,,,,,,,45,HOMBRE
17671,ECUATORIANA,,,,,,,,26,HOMBRE
17672,ECUATORIANA,,,,,,,,35,HOMBRE
17673,ECUATORIANA,,,,,,,,24,HOMBRE
17674,ECUATORIANA,,,,,,,,25,HOMBRE
17675,ECUATORIANA,,,,,,,,22,HOMBRE
17676,ECUATORIANA,,,,,,,,33,HOMBRE
17677,ECUATORIANA,,,,,,,,20,HOMBRE
17678,ECUATORIANA,,,,,,,,21,HOMBRE
17679,ECUATORIANA,,,,,,,,18,HOMBRE
17680,ECUATORIANA,,,,,,,,29,HOMBRE
17681,ECUATORIANA,,,,,,,,45,HOMBRE
17682,ECUATORIANA,,,,,,,,22,HOMBRE
17683,ECUATORIANA,,,,,,,,30,HOMBRE
17684,ECUATORIANA,,,,,,,,27,HOMBRE
17685,ECUATORIANA,,,,,,,,43,HOMBRE
17686,ECUATORIANA,,,,,,,,25,HOMBRE
17687,ECUATORIANA,,,,,,,,25,HOMBRE
17688,ECUATORIANA,,,,,,,,36,HOMBRE
17689,ECUATORIANA,,,,,,,,34,HOMBRE
17690,ECUATORIANA,,,,,,,,45,HOMBRE
17691,ECUATORIANA,,,,,,,,29,HOMBRE
17692,ECUATORIANA,,,,,,,,30,HOMBRE
17693,ECUATORIANA,,,,,,,,,HOMBRE
17694,ECUATORIANA,,,,,,,,42,HOMBRE
17695,ECUATORIANA,,,,,,,,33,HOMBRE
17696,ECUATORIANA,,,,,,,,27,HOMBRE
17697,ECUATORIANA,,,,,,,,26,HOMBRE
17698,ECUATORIANA,,,,,,,,18,HOMBRE
17699,ECUATORIANA,,,,,,,,20,HOMBRE
17700,ECUATORIANA,,,,,,,,46,HOMBRE
17701,ECUATORIANA,,,,,,,,21,HOMBRE
17702,CHILENA,,,,,,,,,HOMBRE
17703,ECUATORIANA,,,,,,,,56,HOMBRE
17704,ECUATORIANA,,,,,,,,38,HOMBRE
17705,ECUATORIANA,,,,,,,,28,HOMBRE
17706,ECUATORIANA,,,,,,,,32,HOMBRE
17707,ECUATORIANA,,,,,,,,24,HOMBRE
17708,COLOMBIANA,,,,,,,,,HOMBRE
17709,ECUATORIANA,,,,,,,,25,HOMBRE
17710,ECUATORIANA,,,,,,,,,HOMBRE
17711,ECUATORIANA,,,,,,,,,HOMBRE
17712,ECUATORIANA,,,,,,,,,HOMBRE
17713,ECUATORIANA,,,,,,,,,MUJER
17714,ECUATORIANA,,,,,,,,,MUJER
17715,ECUATORIANA,,,,,,,,,HOMBRE
17716,ECUATORIANA,,,,,,,,,HOMBRE
17717,ECUATORIANA,,,,,,,,28,HOMBRE
17718,ECUATORIANA,,,,,,,,23,HOMBRE
17719,ECUATORIANA,,,,,,,,37,HOMBRE
17720,ECUATORIANA,,,,,,,,24,HOMBRE
17721,ECUATORIANA,,,,,,,,23,HOMBRE
17722,ECUATORIANA,,,,,,,,25,HOMBRE
17723,ECUATORIANA,,,,,,,,38,HOMBRE
17724,ECUATORIANA,,,,,,,,47,HOMBRE
17725,ECUATORIANA,,,,,,,,22,MUJER
17726,ECUATORIANA,,,,,,,,30,HOMBRE
17727,ECUATORIANA,,,,,,,,40,HOMBRE
17728,ECUATORIANA,,,,,,,,20,HOMBRE
17729,ECUATORIANA,,,,,,,,26,HOMBRE
17730,ECUATORIANA,,,,,,,,41,HOMBRE
17731,ECUATORIANA,,,,,,,,23,HOMBRE
17732,ECUATORIANA,,,,,,,,33,HOMBRE
17733,ECUATORIANA,,,,,,,,19,HOMBRE
17734,ECUATORIANA,,,,,,,,22,HOMBRE
17735,ECUATORIANA,,,,,,,,21,HOMBRE
17736,ECUATORIANA,,,,,,,,21,HOMBRE
17737,ECUATORIANA,,,,,,,,46,HOMBRE
17738,ECUATORIANA,,,,,,,,29,HOMBRE
17739,ECUATORIANA,,,,,,,,16,HOMBRE
17740,ECUATORIANA,,,,,,,,33,HOMBRE
17741,ECUATORIANA,,,,,,,,,HOMBRE
17742,ECUATORIANA,,,,,,,,35,HOMBRE
17743,ECUATORIANA,,,,,,,,26,HOMBRE
17744,ECUATORIANA,,,,,,,,18,HOMBRE
17745,ECUATORIANA,,,,,,,,18,HOMBRE
17746,ECUATORIANA,,,,,,,,33,HOMBRE
17747,ECUATORIANA,,,,,,,,50,HOMBRE
17748,ECUATORIANA,,,,,,,,17,HOMBRE
17749,ECUATORIANA,,,,,,,,29,HOMBRE
17750,ECUATORIANA,,,,,,,,22,HOMBRE
17751,ECUATORIANA,,,,,,,,19,HOMBRE
17752,ECUATORIANA,,,,,,,,21,HOMBRE
17753,COLOMBIANA,,,,,,,,,HOMBRE
17754,ECUATORIANA,,,,,,,,35,HOMBRE
17755,ECUATORIANA,,,,,,,,30,HOMBRE
17756,ECUATORIANA,,,,,,,,35,HOMBRE
17757,ECUATORIANA,,,,,,,,52,HOMBRE
17758,ECUATORIANA,,,,,,,,19,HOMBRE
17759,ECUATORIANA,,,,,,,,30,HOMBRE
17760,ECUATORIANA,,,,,,,,25,HOMBRE
17761,ECUATORIANA,,,,,,,,39,HOMBRE
17762,ECUATORIANA,,,,,,,,34,HOMBRE
17763,ECUATORIANA,,,,,,,,34,HOMBRE
17764,ECUATORIANA,,,,,,,,32,HOMBRE
17765,ECUATORIANA,,,,,,,,22,MUJER
17766,ECUATORIANA,,,,,,,,30,HOMBRE
17767,ECUATORIANA,,,,,,,,26,HOMBRE
17768,ECUATORIANA,,,,,,,,29,HOMBRE
17769,ECUATORIANA,,,,,,,,24,HOMBRE
17770,ECUATORIANA,,,,,,,,24,HOMBRE
17771,ECUATORIANA,,,,,,,,30,HOMBRE
17772,ECUATORIANA,,,,,,,,32,HOMBRE
17773,ECUATORIANA,,,,,,,,26,HOMBRE
17774,ECUATORIANA,,,,,,,,19,HOMBRE
17775,ECUATORIANA,,,,,,,,24,HOMBRE
17776,ECUATORIANA,,,,,,,,36,HOMBRE
17777,ECUATORIANA,,,,,,,,29,HOMBRE
17778,ECUATORIANA,,,,,,,,19,HOMBRE
17779,ECUATORIANA,,,,,,,,32,HOMBRE
17780,ECUATORIANA,,,,,,,,35,HOMBRE
17781,ECUATORIANA,,,,,,,,37,HOMBRE
17782,ECUATORIANA,,,,,,,,32,MUJER
17783,ECUATORIANA,,,,,,,,20,HOMBRE
17784,ECUATORIANA,,,,,,,,48,HOMBRE
17785,ECUATORIANA,,,,,,,,25,HOMBRE
17786,ECUATORIANA,,,,,,,,28,HOMBRE
17787,ECUATORIANA,,,,,,,,25,HOMBRE
17788,ECUATORIANA,,,,,,,,49,HOMBRE
17789,ECUATORIANA,,,,,,,,29,HOMBRE
17790,ECUATORIANA,,,,,,,,27,HOMBRE
17791,COLOMBIANA,,,,,,,,,MUJER
17792,ECUATORIANA,,,,,,,,21,HOMBRE
17793,ECUATORIANA,,,,,,,,23,HOMBRE
17794,ECUATORIANA,,,,,,,,22,HOMBRE
17795,ECUATORIANA,,,,,,,,39,HOMBRE
17796,ECUATORIANA,,,,,,,,23,HOMBRE
17797,ECUATORIANA,,,,,,,,35,HOMBRE
17798,ECUATORIANA,,,,,,,,46,HOMBRE
17799,ECUATORIANA,,,,,,,,48,HOMBRE
17800,ECUATORIANA,,,,,,,,34,HOMBRE
17801,ECUATORIANA,,,,,,,,23,HOMBRE
17802,ECUATORIANA,,,,,,,,22,HOMBRE
17803,ECUATORIANA,,,,,,,,31,HOMBRE
17804,ECUATORIANA,,,,,,,,33,HOMBRE
17805,ECUATORIANA,,,,,,,,21,HOMBRE
17806,ECUATORIANA,,,,,,,,34,HOMBRE
17807,ECUATORIANA,,,,,,,,26,MUJER
17808,ECUATORIANA,,,,,,,,28,MUJER
17809,ECUATORIANA,,,,,,,,19,HOMBRE
17810,ECUATORIANA,,,,,,,,19,HOMBRE
17811,COLOMBIANA,,,,,,,,,HOMBRE
17812,ECUATORIANA,,,,,,,,42,HOMBRE
17813,ECUATORIANA,,,,,,,,19,HOMBRE
17814,ECUATORIANA,,,,,,,,53,HOMBRE
17815,ECUATORIANA,,,,,,,,26,HOMBRE
17816,ECUATORIANA,,,,,,,,19,HOMBRE
17817,ECUATORIANA,,,,,,,,21,HOMBRE
17818,ECUATORIANA,,,,,,,,27,HOMBRE
17819,ECUATORIANA,,,,,,,,29,HOMBRE
17820,ECUATORIANA,,,,,,,,24,HOMBRE
17821,ECUATORIANA,,,,,,,,24,HOMBRE
17822,ECUATORIANA,,,,,,,,17,HOMBRE
17823,ECUATORIANA,,,,,,,,34,HOMBRE
17824,ECUATORIANA,,,,,,,,21,MUJER
17825,COLOMBIANA,,,,,,,,,HOMBRE
17826,ECUATORIANA,,,,,,,,22,HOMBRE
17827,ECUATORIANA,,,,,,,,27,HOMBRE
17828,ECUATORIANA,,,,,,,,24,HOMBRE
17829,ECUATORIANA,,,,,,,,55,HOMBRE
17830,ECUATORIANA,,,,,,,,39,HOMBRE
17831,ECUATORIANA,,,,,,,,34,HOMBRE
17832,ECUATORIANA,,,,,,,,43,HOMBRE
17833,ECUATORIANA,,,,,,,,25,HOMBRE
17834,ECUATORIANA,,,,,,,,43,HOMBRE
17835,ECUATORIANA,,,,,,,,19,HOMBRE
17836,ECUATORIANA,,,,,,,,30,MUJER
17837,ECUATORIANA,,,,,,,,27,MUJER
17838,ECUATORIANA,,,,,,,,29,HOMBRE
17839,ECUATORIANA,,,,,,,,35,HOMBRE
17840,ECUATORIANA,,,,,,,,18,HOMBRE
17841,ECUATORIANA,,,,,,,,25,HOMBRE
17842,ECUATORIANA,,,,,,,,30,HOMBRE
17843,ECUATORIANA,,,,,,,,24,HOMBRE
17844,ECUATORIANA,,,,,,,,,HOMBRE
17845,ECUATORIANA,,,,,,,,22,HOMBRE
17846,ECUATORIANA,,,,,,,,53,HOMBRE
17847,ECUATORIANA,,,,,,,,27,HOMBRE
17848,ECUATORIANA,,,,,,,,26,HOMBRE
17849,ECUATORIANA,,,,,,,,22,HOMBRE
17850,,,,,,,,,,HOMBRE
17851,ECUATORIANA,,,,,,,,47,HOMBRE
17852,ECUATORIANA,,,,,,,,32,HOMBRE
17853,ECUATORIANA,,,,,,,,42,HOMBRE
17854,ECUATORIANA,,,,,,,,31,HOMBRE
17855,ECUATORIANA,,,,,,,,28,HOMBRE
17856,ECUATORIANA,,,,,,,,33,HOMBRE
17857,ECUATORIANA,,,,,,,,68,HOMBRE
17858,ECUATORIANA,,,,,,,,36,HOMBRE
17859,ECUATORIANA,,,,,,,,25,HOMBRE
17860,ECUATORIANA,,,,,,,,37,HOMBRE
17861,ECUATORIANA,,,,,,,,25,HOMBRE
17862,ECUATORIANA,,,,,,,,38,HOMBRE
17863,ECUATORIANA,,,,,,,,23,HOMBRE
17864,ECUATORIANA,,,,,,,,15,HOMBRE
17865,ECUATORIANA,,,,,,,,32,MUJER
17866,ECUATORIANA,,,,,,,,33,HOMBRE
17867,ECUATORIANA,,,,,,,,28,HOMBRE
17868,ECUATORIANA,,,,,,,,27,HOMBRE
17869,ECUATORIANA,,,,,,,,31,HOMBRE
17870,ECUATORIANA,,,,,,,,37,HOMBRE
17871,ECUATORIANA,,,,,,,,48,HOMBRE
17872,ECUATORIANA,,,,,,,,34,HOMBRE
17873,ECUATORIANA,,,,,,,,21,HOMBRE
17874,ECUATORIANA,,,,,,,,38,HOMBRE
17875,ECUATORIANA,,,,,,,,18,HOMBRE
17876,ECUATORIANA,,,,,,,,19,HOMBRE
17877,ECUATORIANA,,,,,,,,42,HOMBRE
17878,ECUATORIANA,,,,,,,,27,HOMBRE
17879,ECUATORIANA,,,,,,,,24,HOMBRE
17880,ECUATORIANA,,,,,,,,26,HOMBRE
17881,ECUATORIANA,,,,,,,,38,HOMBRE
17882,ECUATORIANA,,,,,,,,38,HOMBRE
17883,ECUATORIANA,,,,,,,,40,HOMBRE
17884,ECUATORIANA,,,,,,,,41,HOMBRE
17885,COLOMBIANA,,,,,,,,,HOMBRE
17886,COLOMBIANA,,,,,,,,,HOMBRE
17887,ECUATORIANA,,,,,,,,56,HOMBRE
17888,ECUATORIANA,,,,,,,,18,HOMBRE
17889,ECUATORIANA,,,,,,,,21,HOMBRE
17890,ECUATORIANA,,,,,,,,20,HOMBRE
17891,ECUATORIANA,,,,,,,,39,HOMBRE
17892,ECUATORIANA,,,,,,,,30,HOMBRE
17893,ECUATORIANA,,,,,,,,33,HOMBRE
17894,ECUATORIANA,,,,,,,,32,HOMBRE
17895,ECUATORIANA,,,,,,,,37,HOMBRE
17896,ECUATORIANA,,,,,,,,35,HOMBRE
17897,ECUATORIANA,,,,,,,,30,HOMBRE
17898,ECUATORIANA,,,,,,,,37,HOMBRE
17899,ECUATORIANA,,,,,,,,43,HOMBRE
17900,ECUATORIANA,,,,,,,,44,HOMBRE
17901,ECUATORIANA,,,,,,,,42,HOMBRE
17902,ECUATORIANA,,,,,,,,17,HOMBRE
17903,ECUATORIANA,,,,,,,,32,HOMBRE
17904,ECUATORIANA,,,,,,,,45,HOMBRE
17905,ECUATORIANA,,,,,,,,31,HOMBRE
17906,COLOMBIANA,,,,,,,,,HOMBRE
17907,ECUATORIANA,,,,,,,,24,HOMBRE
17908,ECUATORIANA,,,,,,,,33,HOMBRE
17909,ECUATORIANA,,,,,,,,27,HOMBRE
17910,COLOMBIANA,,,,,,,,,HOMBRE
17911,COLOMBIANA,,,,,,,,,HOMBRE
17912,ECUATORIANA,,,,,,,,27,HOMBRE
17913,ECUATORIANA,,,,,,,,42,HOMBRE
17914,ECUATORIANA,,,,,,,,52,HOMBRE
17915,ECUATORIANA,,,,,,,,43,HOMBRE
17916,ECUATORIANA,,,,,,,,32,HOMBRE
17917,ECUATORIANA,,,,,,,,30,HOMBRE
17918,ECUATORIANA,,,,,,,,35,MUJER
17919,ECUATORIANA,,,,,,,,21,HOMBRE
17920,ECUATORIANA,,,,,,,,23,HOMBRE
17921,ECUATORIANA,,,,,,,,57,HOMBRE
17922,ECUATORIANA,,,,,,,,31,HOMBRE
17923,ECUATORIANA,,,,,,,,16,HOMBRE
17924,ECUATORIANA,,,,,,,,33,HOMBRE
17925,ECUATORIANA,,,,,,,,38,HOMBRE
17926,ECUATORIANA,,,,,,,,22,HOMBRE
17927,ECUATORIANA,,,,,,,,37,HOMBRE
17928,ECUATORIANA,,,,,,,,35,HOMBRE
17929,ECUATORIANA,,,,,,,,28,HOMBRE
17930,ECUATORIANA,,,,,,,,21,HOMBRE
17931,ECUATORIANA,,,,,,,,31,HOMBRE
17932,ECUATORIANA,,,,,,,,30,HOMBRE
17933,ECUATORIANA,,,,,,,,24,HOMBRE
17934,ECUATORIANA,,,,,,,,37,HOMBRE
17935,ECUATORIANA,,,,,,,,56,HOMBRE
17936,ECUATORIANA,,,,,,,,15,HOMBRE
17937,ECUATORIANA,,,,,,,,38,HOMBRE
17938,ECUATORIANA,,,,,,,,39,HOMBRE
17939,ECUATORIANA,,,,,,,,,HOMBRE
17940,ECUATORIANA,,,,,,,,26,HOMBRE
17941,ECUATORIANA,,,,,,,,29,HOMBRE
17942,ECUATORIANA,,,,,,,,27,HOMBRE
17943,ECUATORIANA,,,,,,,,18,MUJER
17944,ECUATORIANA,,,,,,,,18,MUJER
17945,ECUATORIANA,,,,,,,,33,HOMBRE
17946,ECUATORIANA,,,,,,,,33,HOMBRE
17947,ECUATORIANA,,,,,,,,39,HOMBRE
17948,ECUATORIANA,,,,,,,,26,MUJER
17949,ECUATORIANA,,,,,,,,26,MUJER
17950,ECUATORIANA,,,,,,,,25,HOMBRE
17951,ECUATORIANA,,,,,,,,27,HOMBRE
17952,ECUATORIANA,,,,,,,,42,HOMBRE
17953,ECUATORIANA,,,,,,,,22,HOMBRE
17954,ECUATORIANA,,,,,,,,15,HOMBRE
17955,ECUATORIANA,,,,,,,,34,HOMBRE
17956,ECUATORIANA,,,,,,,,32,HOMBRE
17957,ECUATORIANA,,,,,,,,27,MUJER
17958,ECUATORIANA,,,,,,,,26,MUJER
17959,ECUATORIANA,,,,,,,,21,HOMBRE
17960,ECUATORIANA,,,,,,,,23,HOMBRE
17961,ECUATORIANA,,,,,,,,28,HOMBRE
17962,COLOMBIANA,,,,,,,,,HOMBRE
17963,COLOMBIANA,,,,,,,,,HOMBRE
17964,ECUATORIANA,,,,,,,,49,HOMBRE
17965,ECUATORIANA,,,,,,,,24,HOMBRE
17966,ECUATORIANA,,,,,,,,51,HOMBRE
17967,ECUATORIANA,,,,,,,,21,HOMBRE
17968,ECUATORIANA,,,,,,,,43,HOMBRE
17969,ECUATORIANA,,,,,,,,36,HOMBRE
17970,ECUATORIANA,,,,,,,,20,HOMBRE
17971,ECUATORIANA,,,,,,,,20,HOMBRE
17972,ECUATORIANA,,,,,,,,22,HOMBRE
17973,ECUATORIANA,,,,,,,,17,HOMBRE
17974,ECUATORIANA,,,,,,,,18,HOMBRE
17975,ECUATORIANA,,,,,,,,36,HOMBRE
17976,ECUATORIANA,,,,,,,,41,HOMBRE
17977,ECUATORIANA,,,,,,,,33,HOMBRE
17978,ECUATORIANA,,,,,,,,18,HOMBRE
17979,ECUATORIANA,,,,,,,,20,HOMBRE
17980,ECUATORIANA,,,,,,,,20,HOMBRE
17981,ECUATORIANA,,,,,,,,41,HOMBRE
17982,ECUATORIANA,,,,,,,,21,HOMBRE
17983,ECUATORIANA,,,,,,,,22,HOMBRE
17984,ECUATORIANA,,,,,,,,29,HOMBRE
17985,ECUATORIANA,,,,,,,,51,HOMBRE
17986,ECUATORIANA,,,,,,,,26,HOMBRE
17987,ECUATORIANA,,,,,,,,29,HOMBRE
17988,ECUATORIANA,,,,,,,,26,HOMBRE
17989,ECUATORIANA,,,,,,,,28,HOMBRE
17990,ECUATORIANA,,,,,,,,20,HOMBRE
17991,ECUATORIANA,,,,,,,,16,HOMBRE
17992,ECUATORIANA,,,,,,,,38,HOMBRE
17993,ECUATORIANA,,,,,,,,45,HOMBRE
17994,ECUATORIANA,,,,,,,,36,HOMBRE
17995,ECUATORIANA,,,,,,,,56,HOMBRE
17996,ECUATORIANA,,,,,,,,26,HOMBRE
17997,ECUATORIANA,,,,,,,,19,HOMBRE
17998,ECUATORIANA,,,,,,,,33,HOMBRE
17999,ECUATORIANA,,,,,,,,19,HOMBRE
18000,ECUATORIANA,,,,,,,,42,HOMBRE
18001,ECUATORIANA,,,,,,,,44,HOMBRE
18002,ECUATORIANA,,,,,,,,24,HOMBRE
18003,ECUATORIANA,,,,,,,,29,HOMBRE
18004,ECUATORIANA,,,,,,,,16,HOMBRE
18005,ECUATORIANA,,,,,,,,33,HOMBRE
18006,ECUATORIANA,,,,,,,,28,MUJER
18007,ECUATORIANA,,,,,,,,29,HOMBRE
18008,ECUATORIANA,,,,,,,,44,HOMBRE
18009,ECUATORIANA,,,,,,,,52,HOMBRE
18010,ECUATORIANA,,,,,,,,26,HOMBRE
18011,ECUATORIANA,,,,,,,,49,HOMBRE
18012,ECUATORIANA,,,,,,,,28,HOMBRE
18013,ECUATORIANA,,,,,,,,19,HOMBRE
18014,ECUATORIANA,,,,,,,,22,HOMBRE
18015,ECUATORIANA,,,,,,,,26,HOMBRE
18016,COLOMBIANA,,,,,,,,,MUJER
18017,ECUATORIANA,,,,,,,,43,MUJER
18018,ECUATORIANA,,,,,,,,23,HOMBRE
18019,ECUATORIANA,,,,,,,,24,HOMBRE
18020,ECUATORIANA,,,,,,,,23,HOMBRE
18021,ECUATORIANA,,,,,,,,47,HOMBRE
18022,ECUATORIANA,,,,,,,,35,HOMBRE
18023,ECUATORIANA,,,,,,,,23,HOMBRE
18024,ECUATORIANA,,,,,,,,23,MUJER
18025,ECUATORIANA,,,,,,,,29,HOMBRE
18026,ECUATORIANA,,,,,,,,31,HOMBRE
18027,ECUATORIANA,,,,,,,,21,HOMBRE
18028,ECUATORIANA,,,,,,,,21,HOMBRE
18029,ECUATORIANA,,,,,,,,33,HOMBRE
18030,ECUATORIANA,,,,,,,,31,MUJER
18031,ECUATORIANA,,,,,,,,34,MUJER
18032,ECUATORIANA,,,,,,,,51,HOMBRE
18033,ECUATORIANA,,,,,,,,42,HOMBRE
18034,ECUATORIANA,,,,,,,,35,HOMBRE
18035,VENEZOLANA,,,,,,,,,HOMBRE
18036,ECUATORIANA,,,,,,,,22,HOMBRE
18037,ECUATORIANA,,,,,,,,41,HOMBRE
18038,ECUATORIANA,,,,,,,,29,HOMBRE
18039,ECUATORIANA,,,,,,,,40,HOMBRE
18040,ECUATORIANA,,,,,,,,25,HOMBRE
18041,ECUATORIANA,,,,,,,,28,HOMBRE
18042,ECUATORIANA,,,,,,,,27,HOMBRE
