id_persona,nacionalidad,autoidentificacion_etnica,estatus_migratorio,numero_detenciones,estado_civil,nivel_de_instruccion,genero,edad,sexo
75,ECUATORIANO,,,,,,,23,MUJER
76,ECUATORIANO,,,,,,,33,MUJER
77,ECUATORIANO,,,,,,,44,HOMBRE
78,ECUATORIANO,,,,,,,26,HOMBRE
79,ECUATORIANO,,,,,,,38,HOMBRE
80,ECUATORIANO,,,,,,,29,HOMBRE
81,ECUATORIANO,,,,,,,20,HOMBRE
82,ECUATORIANO,,,,,,,29,HOMBRE
83,ECUATORIANO,,,,,,,49,HOMBRE
84,ECUATORIANO,,,,,,,31,HOMBRE
85,VENEZOLANO,,,,,,,26,MUJER
86,COLOMBIANO,,,,,,,30,HOMBRE
87,COLOMBIANO,,,,,,,34,HOMBRE
88,COLOMBIANO,,,,,,,28,MUJER
89,ECUATORIANO,,,,,,,49,HOMBRE
90,ECUATORIANO,,,,,,,24,HOMBRE
91,ECUATORIANO,,,,,,,19,HOMBRE
92,ECUATORIANO,,,,,,,47,HOMBRE
93,VENEZOLANO,,,,,,,27,HOMBRE
94,VENEZOLANO,,,,,,,25,HOMBRE
95,ECUATORIANO,,,,,,,23,HOMBRE
96,ECUATORIANO,,,,,,,37,HOMBRE
97,ECUATORIANO,,,,,,,40,HOMBRE
98,ECUATORIANO,,,,,,,26,MUJER
99,COLOMBIANO,,,,,,,,HOMBRE
100,ECUATORIANO,,,,,,,26,HOMBRE
101,VENEZOLANO,,,,,,,,HOMBRE
102,ECUATORIANO,,,,,,,30,HOMBRE
103,ECUATORIANO,,,,,,,25,HOMBRE
104,VENEZOLANO,,,,,,,30,HOMBRE
105,ECUATORIANO,,,,,,,43,HOMBRE
106,ECUATORIANO,,,,,,,21,HOMBRE
107,ECUATORIANO,,,,,,,48,HOMBRE
108,ECUATORIANO,,,,,,,40,HOMBRE
109,ECUATORIANO,,,,,,,24,HOMBRE
110,ECUATORIANO,,,,,,,22,HOMBRE
111,ECUATORIANO,,,,,,,43,HOMBRE
112,ECUATORIANO,,,,,,,62,HOMBRE
113,ECUATORIANO,,,,,,,50,MUJER
114,ECUATORIANO,,,,,,,25,HOMBRE
115,ECUATORIANO,,,,,,,29,HOMBRE
116,ECUATORIANO,,,,,,,38,MUJER
117,ECUATORIANO,,,,,,,50,MUJER
118,ECUATORIANO,,,,,,,22,HOMBRE
119,ECUATORIANO,,,,,,,25,HOMBRE
120,ECUATORIANO,,,,,,,19,HOMBRE
121,ECUATORIANO,,,,,,,34,HOMBRE
122,ECUATORIANO,,,,,,,32,HOMBRE
123,VENEZOLANO,,,,,,,28,HOMBRE
124,ECUATORIANO,,,,,,,26,HOMBRE
125,ECUATORIANO,,,,,,,43,HOMBRE
126,ECUATORIANO,,,,,,,28,HOMBRE
127,ECUATORIANO,,,,,,,33,HOMBRE
128,ECUATORIANO,,,,,,,34,HOMBRE
129,ECUATORIANO,,,,,,,37,HOMBRE
130,ECUATORIANO,,,,,,,27,MUJER
131,ECUATORIANO,,,,,,,44,HOMBRE
132,ECUATORIANO,,,,,,,31,HOMBRE
133,ECUATORIANO,,,,,,,28,MUJER
134,ECUATORIANO,,,,,,,26,HOMBRE
135,ECUATORIANO,,,,,,,23,HOMBRE
136,ECUATORIANO,,,,,,,42,HOMBRE
137,ECUATORIANO,,,,,,,30,MUJER
138,ECUATORIANO,,,,,,,33,HOMBRE
139,COLOMBIANO,,,,,,,29,HOMBRE
140,ECUATORIANO,,,,,,,33,HOMBRE
141,ECUATORIANO,,,,,,,47,HOMBRE
142,ECUATORIANO,,,,,,,30,HOMBRE
143,ECUATORIANO,,,,,,,50,MUJER
144,ECUATORIANO,,,,,,,51,MUJER
145,ECUATORIANO,,,,,,,75,HOMBRE
146,ECUATORIANO,,,,,,,34,MUJER
147,ECUATORIANO,,,,,,,23,HOMBRE
148,ECUATORIANO,,,,,,,29,HOMBRE
149,ECUATORIANO,,,,,,,24,HOMBRE
150,ECUATORIANO,,,,,,,54,MUJER
151,ECUATORIANO,,,,,,,77,HOMBRE
152,ECUATORIANO,,,,,,,20,MUJER
153,ECUATORIANO,,,,,,,20,HOMBRE
154,ECUATORIANO,,,,,,,57,HOMBRE
155,ECUATORIANO,,,,,,,23,HOMBRE
156,ECUATORIANO,,,,,,,26,HOMBRE
157,ECUATORIANO,,,,,,,42,HOMBRE
158,ECUATORIANO,,,,,,,19,HOMBRE
159,ECUATORIANO,,,,,,,33,HOMBRE
160,ECUATORIANO,,,,,,,30,HOMBRE
161,ECUATORIANO,,,,,,,26,HOMBRE
162,ECUATORIANO,,,,,,,49,HOMBRE
163,ECUATORIANO,,,,,,,31,HOMBRE
164,ECUATORIANO,,,,,,,42,HOMBRE
165,ECUATORIANO,,,,,,,30,HOMBRE
166,ECUATORIANO,,,,,,,53,HOMBRE
167,ECUATORIANO,,,,,,,32,MUJER
168,ECUATORIANO,,,,,,,29,HOMBRE
169,ECUATORIANO,,,,,,,37,HOMBRE
170,ECUATORIANO,,,,,,,50,MUJER
171,ECUATORIANO,,,,,,,20,HOMBRE
172,COLOMBIANO,,,,,,,27,MUJER
173,ECUATORIANO,,,,,,,40,HOMBRE
174,ECUATORIANO,,,,,,,60,HOMBRE
175,ECUATORIANO,,,,,,,32,MUJER
176,ECUATORIANO,,,,,,,52,HOMBRE
177,ECUATORIANO,,,,,,,30,MUJER
178,ECUATORIANO,,,,,,,29,HOMBRE
179,ECUATORIANO,,,,,,,43,MUJER
180,ECUATORIANO,,,,,,,27,HOMBRE
181,ECUATORIANO,,,,,,,36,MUJER
182,ECUATORIANO,,,,,,,18,HOMBRE
183,ECUATORIANO,,,,,,,32,HOMBRE
184,COLOMBIANO,,,,,,,26,HOMBRE
185,ECUATORIANO,,,,,,,22,HOMBRE
186,ECUATORIANO,,,,,,,20,MUJER
187,ECUATORIANO,,,,,,,48,MUJER
188,ECUATORIANO,,,,,,,25,MUJER
189,ECUATORIANO,,,,,,,77,HOMBRE
190,ECUATORIANO,,,,,,,19,HOMBRE
191,ECUATORIANO,,,,,,,41,HOMBRE
192,ECUATORIANO,,,,,,,25,HOMBRE
193,ECUATORIANO,,,,,,,36,HOMBRE
194,ECUATORIANO,,,,,,,17,HOMBRE
195,ECUATORIANO,,,,,,,24,HOMBRE
196,ECUATORIANO,,,,,,,37,HOMBRE
197,ECUATORIANO,,,,,,,36,HOMBRE
198,ECUATORIANO,,,,,,,37,MUJER
199,ECUATORIANO,,,,,,,26,MUJER
200,ECUATORIANO,,,,,,,28,MUJER
201,ECUATORIANO,,,,,,,24,MUJER
202,ECUATORIANO,,,,,,,32,HOMBRE
203,ECUATORIANO,,,,,,,20,HOMBRE
204,ECUATORIANO,,,,,,,29,MUJER
205,ECUATORIANO,,,,,,,30,HOMBRE
206,ECUATORIANO,,,,,,,19,HOMBRE
207,ECUATORIANO,,,,,,,21,HOMBRE
208,ECUATORIANO,,,,,,,56,HOMBRE
209,ECUATORIANO,,,,,,,22,HOMBRE
210,ECUATORIANO,,,,,,,40,HOMBRE
211,ECUATORIANO,,,,,,,51,HOMBRE
212,ECUATORIANO,,,,,,,36,HOMBRE
213,ECUATORIANO,,,,,,,51,MUJER
214,ECUATORIANO,,,,,,,64,HOMBRE
215,ECUATORIANO,,,,,,,17,HOMBRE
216,ECUATORIANO,,,,,,,31,HOMBRE
217,ECUATORIANO,,,,,,,27,HOMBRE
218,ECUATORIANO,,,,,,,19,HOMBRE
219,ECUATORIANO,,,,,,,47,HOMBRE
220,ECUATORIANO,,,,,,,43,HOMBRE
221,ECUATORIANO,,,,,,,29,MUJER
222,ECUATORIANO,,,,,,,36,MUJER
223,ECUATORIANO,,,,,,,40,HOMBRE
224,ECUATORIANO,,,,,,,30,HOMBRE
225,ECUATORIANO,,,,,,,27,HOMBRE
226,ECUATORIANO,,,,,,,29,MUJER
227,ECUATORIANO,,,,,,,24,HOMBRE
228,ECUATORIANO,,,,,,,27,HOMBRE
229,ECUATORIANO,,,,,,,59,HOMBRE
230,ECUATORIANO,,,,,,,52,HOMBRE
231,ECUATORIANO,,,,,,,22,HOMBRE
232,ECUATORIANO,,,,,,,31,HOMBRE
233,ECUATORIANO,,,,,,,37,HOMBRE
234,ECUATORIANO,,,,,,,24,HOMBRE
235,ECUATORIANO,,,,,,,41,MUJER
236,ECUATORIANO,,,,,,,25,HOMBRE
237,ECUATORIANO,,,,,,,23,HOMBRE
238,ECUATORIANO,,,,,,,48,HOMBRE
239,ECUATORIANO,,,,,,,29,MUJER
240,ECUATORIANO,,,,,,,37,MUJER
241,ECUATORIANO,,,,,,,25,MUJER
242,ECUATORIANO,,,,,,,30,MUJER
243,ECUATORIANO,,,,,,,43,MUJER
244,ECUATORIANO,,,,,,,46,MUJER
245,ECUATORIANO,,,,,,,28,HOMBRE
246,ECUATORIANO,,,,,,,40,MUJER
247,ECUATORIANO,,,,,,,47,MUJER
248,ECUATORIANO,,,,,,,37,HOMBRE
249,ECUATORIANO,,,,,,,28,HOMBRE
250,ECUATORIANO,,,,,,,48,HOMBRE
251,ECUATORIANO,,,,,,,45,HOMBRE
252,ECUATORIANO,,,,,,,22,HOMBRE
253,ECUATORIANO,,,,,,,21,HOMBRE
254,ECUATORIANO,,,,,,,50,HOMBRE
255,ECUATORIANO,,,,,,,28,HOMBRE
256,ECUATORIANO,,,,,,,24,HOMBRE
257,ECUATORIANO,,,,,,,34,HOMBRE
258,ECUATORIANO,,,,,,,21,HOMBRE
259,ECUATORIANO,,,,,,,24,HOMBRE
260,ECUATORIANO,,,,,,,21,HOMBRE
261,ECUATORIANO,,,,,,,54,HOMBRE
262,ECUATORIANO,,,,,,,38,HOMBRE
263,ECUATORIANO,,,,,,,36,HOMBRE
264,ECUATORIANO,,,,,,,60,MUJER
265,ECUATORIANO,,,,,,,31,HOMBRE
266,ECUATORIANO,,,,,,,40,MUJER
267,ECUATORIANO,,,,,,,31,MUJER
268,ECUATORIANO,,,,,,,24,HOMBRE
269,ECUATORIANO,,,,,,,27,HOMBRE
270,ECUATORIANO,,,,,,,24,HOMBRE
271,ECUATORIANO,,,,,,,28,HOMBRE
272,ECUATORIANO,,,,,,,46,MUJER
273,ECUATORIANO,,,,,,,23,MUJER
274,ECUATORIANO,,,,,,,20,MUJER
275,ECUATORIANO,,,,,,,22,HOMBRE
276,ECUATORIANO,,,,,,,31,MUJER
277,VENEZOLANO,,,,,,,24,HOMBRE
278,VENEZOLANO,,,,,,,31,HOMBRE
279,ECUATORIANO,,,,,,,20,HOMBRE
280,ECUATORIANO,,,,,,,61,HOMBRE
281,ECUATORIANO,,,,,,,20,HOMBRE
282,COLOMBIANO,,,,,,,35,HOMBRE
283,ECUATORIANO,,,,,,,18,MUJER
284,ECUATORIANO,,,,,,,26,MUJER
285,ECUATORIANO,,,,,,,31,MUJER
286,ECUATORIANO,,,,,,,52,HOMBRE
287,ECUATORIANO,,,,,,,31,HOMBRE
288,ECUATORIANO,,,,,,,33,MUJER
289,ECUATORIANO,,,,,,,22,MUJER
290,ECUATORIANO,,,,,,,55,HOMBRE
291,ECUATORIANO,,,,,,,22,HOMBRE
292,ECUATORIANO,,,,,,,18,HOMBRE
293,ECUATORIANO,,,,,,,31,HOMBRE
294,ECUATORIANO,,,,,,,32,MUJER
295,ECUATORIANO,,,,,,,21,HOMBRE
296,ECUATORIANO,,,,,,,39,HOMBRE
297,ECUATORIANO,,,,,,,20,HOMBRE
298,ECUATORIANO,,,,,,,19,HOMBRE
299,ECUATORIANO,,,,,,,30,HOMBRE
300,ECUATORIANO,,,,,,,24,HOMBRE
301,ECUATORIANO,,,,,,,32,MUJER
302,ECUATORIANO,,,,,,,23,MUJER
303,ECUATORIANO,,,,,,,27,MUJER
304,ECUATORIANO,,,,,,,30,HOMBRE
305,ECUATORIANO,,,,,,,36,HOMBRE
306,ECUATORIANO,,,,,,,22,HOMBRE
307,ECUATORIANO,,,,,,,24,MUJER
308,ECUATORIANO,,,,,,,54,MUJER
309,ECUATORIANO,,,,,,,49,MUJER
310,ECUATORIANO,,,,,,,37,HOMBRE
311,ECUATORIANO,,,,,,,50,HOMBRE
312,ECUATORIANO,,,,,,,23,HOMBRE
313,ECUATORIANO,,,,,,,25,MUJER
314,ECUATORIANO,,,,,,,31,HOMBRE
315,ECUATORIANO,,,,,,,29,MUJER
316,ECUATORIANO,,,,,,,45,MUJER
317,ECUATORIANO,,,,,,,33,MUJER
318,ECUATORIANO,,,,,,,35,MUJER
319,ECUATORIANO,,,,,,,30,HOMBRE
320,ECUATORIANO,,,,,,,26,MUJER
321,ECUATORIANO,,,,,,,27,HOMBRE
322,ECUATORIANO,,,,,,,23,HOMBRE
323,ECUATORIANO,,,,,,,27,HOMBRE
324,ECUATORIANO,,,,,,,35,HOMBRE
325,ECUATORIANO,,,,,,,61,HOMBRE
326,ECUATORIANO,,,,,,,29,HOMBRE
327,ECUATORIANO,,,,,,,35,MUJER
328,ECUATORIANO,,,,,,,26,HOMBRE
329,ECUATORIANO,,,,,,,28,HOMBRE
330,ECUATORIANO,,,,,,,38,MUJER
331,ECUATORIANO,,,,,,,42,HOMBRE
332,ECUATORIANO,,,,,,,24,MUJER
333,ECUATORIANO,,,,,,,60,MUJER
334,ECUATORIANO,,,,,,,21,MUJER
335,ECUATORIANO,,,,,,,25,HOMBRE
336,ECUATORIANO,,,,,,,23,MUJER
337,ECUATORIANO,,,,,,,19,MUJER
338,ECUATORIANO,,,,,,,26,HOMBRE
339,ECUATORIANO,,,,,,,32,MUJER
340,ECUATORIANO,,,,,,,26,MUJER
341,ECUATORIANO,,,,,,,41,HOMBRE
342,ECUATORIANO,,,,,,,38,HOMBRE
343,ECUATORIANO,,,,,,,37,HOMBRE
344,ECUATORIANO,,,,,,,43,MUJER
345,ECUATORIANO,,,,,,,24,HOMBRE
346,ECUATORIANO,,,,,,,45,HOMBRE
347,ECUATORIANO,,,,,,,22,HOMBRE
348,ECUATORIANO,,,,,,,24,HOMBRE
349,ECUATORIANO,,,,,,,35,HOMBRE
350,ECUATORIANO,,,,,,,31,HOMBRE
351,ECUATORIANO,,,,,,,42,HOMBRE
352,ECUATORIANO,,,,,,,18,MUJER
353,ECUATORIANO,,,,,,,17,MUJER
354,ECUATORIANO,,,,,,,29,HOMBRE
355,ECUATORIANO,,,,,,,20,HOMBRE
356,ECUATORIANO,,,,,,,28,MUJER
357,ECUATORIANO,,,,,,,67,HOMBRE
358,VENEZOLANO,,,,,,,27,MUJER
359,ECUATORIANO,,,,,,,56,HOMBRE
360,ECUATORIANO,,,,,,,45,HOMBRE
361,ECUATORIANO,,,,,,,51,MUJER
362,ECUATORIANO,,,,,,,45,MUJER
363,ECUATORIANO,,,,,,,57,MUJER
364,ECUATORIANO,,,,,,,26,HOMBRE
365,ECUATORIANO,,,,,,,40,HOMBRE
366,ECUATORIANO,,,,,,,46,HOMBRE
367,ECUATORIANO,,,,,,,37,HOMBRE
368,ECUATORIANO,,,,,,,25,HOMBRE
369,ECUATORIANO,,,,,,,31,HOMBRE
370,ECUATORIANO,,,,,,,42,HOMBRE
371,ECUATORIANO,,,,,,,35,HOMBRE
372,ECUATORIANO,,,,,,,33,MUJER
373,ECUATORIANO,,,,,,,32,MUJER
374,ECUATORIANO,,,,,,,37,MUJER
375,ECUATORIANO,,,,,,,28,MUJER
376,ECUATORIANO,,,,,,,30,MUJER
377,ECUATORIANO,,,,,,,28,HOMBRE
378,ECUATORIANO,,,,,,,30,MUJER
379,ECUATORIANO,,,,,,,24,MUJER
380,ECUATORIANO,,,,,,,18,HOMBRE
381,ECUATORIANO,,,,,,,19,HOMBRE
382,ECUATORIANO,,,,,,,44,HOMBRE
383,ECUATORIANO,,,,,,,42,HOMBRE
384,ECUATORIANO,,,,,,,31,HOMBRE
385,ECUATORIANO,,,,,,,20,HOMBRE
386,ECUATORIANO,,,,,,,50,HOMBRE
387,ECUATORIANO,,,,,,,62,HOMBRE
388,ECUATORIANO,,,,,,,40,HOMBRE
389,ECUATORIANO,,,,,,,33,MUJER
390,ECUATORIANO,,,,,,,29,HOMBRE
391,ECUATORIANO,,,,,,,51,HOMBRE
392,ECUATORIANO,,,,,,,17,HOMBRE
393,ECUATORIANO,,,,,,,25,HOMBRE
394,ECUATORIANO,,,,,,,45,HOMBRE
395,ECUATORIANO,,,,,,,22,MUJER
396,ECUATORIANO,,,,,,,26,HOMBRE
397,ECUATORIANO,,,,,,,49,HOMBRE
398,ECUATORIANO,,,,,,,37,HOMBRE
399,ECUATORIANO,,,,,,,69,HOMBRE
400,ECUATORIANO,,,,,,,42,HOMBRE
401,ECUATORIANO,,,,,,,34,HOMBRE
402,ECUATORIANO,,,,,,,18,MUJER
403,ECUATORIANO,,,,,,,37,HOMBRE
404,ECUATORIANO,,,,,,,54,HOMBRE
405,ECUATORIANO,,,,,,,35,HOMBRE
406,ECUATORIANO,,,,,,,51,HOMBRE
407,ECUATORIANO,,,,,,,34,HOMBRE
408,ECUATORIANO,,,,,,,39,HOMBRE
409,ECUATORIANO,,,,,,,43,HOMBRE
410,COLOMBIANO,,,,,,,21,HOMBRE
411,ECUATORIANO,,,,,,,35,HOMBRE
412,ECUATORIANO,,,,,,,46,HOMBRE
413,ECUATORIANO,,,,,,,52,HOMBRE
414,ECUATORIANO,,,,,,,28,HOMBRE
415,ECUATORIANO,,,,,,,30,HOMBRE
416,ECUATORIANO,,,,,,,39,HOMBRE
417,ECUATORIANO,,,,,,,28,HOMBRE
418,ECUATORIANO,,,,,,,30,HOMBRE
419,ECUATORIANO,,,,,,,55,HOMBRE
420,ECUATORIANO,,,,,,,26,MUJER
421,ECUATORIANO,,,,,,,27,HOMBRE
422,ECUATORIANO,,,,,,,25,HOMBRE
423,ECUATORIANO,,,,,,,31,HOMBRE
424,VENEZOLANO,,,,,,,30,HOMBRE
425,ECUATORIANO,,,,,,,27,HOMBRE
426,ECUATORIANO,,,,,,,43,MUJER
427,ECUATORIANO,,,,,,,40,HOMBRE
428,ECUATORIANO,,,,,,,23,HOMBRE
429,ECUATORIANO,,,,,,,28,HOMBRE
430,ECUATORIANO,,,,,,,51,HOMBRE
431,ECUATORIANO,,,,,,,43,HOMBRE
432,ECUATORIANO,,,,,,,24,HOMBRE
433,ECUATORIANO,,,,,,,35,HOMBRE
434,ECUATORIANO,,,,,,,62,MUJER
435,ECUATORIANO,,,,,,,44,MUJER
436,ECUATORIANO,,,,,,,37,MUJER
437,ECUATORIANO,,,,,,,28,MUJER
438,ECUATORIANO,,,,,,,31,HOMBRE
439,ECUATORIANO,,,,,,,31,HOMBRE
440,ECUATORIANO,,,,,,,18,HOMBRE
441,ECUATORIANO,,,,,,,13,HOMBRE
442,ECUATORIANO,,,,,,,15,HOMBRE
443,ECUATORIANO,,,,,,,28,HOMBRE
444,ECUATORIANO,,,,,,,29,HOMBRE
445,ECUATORIANO,,,,,,,22,MUJER
446,ECUATORIANO,,,,,,,37,HOMBRE
447,ECUATORIANO,,,,,,,17,HOMBRE
448,ECUATORIANO,,,,,,,54,MUJER
449,ECUATORIANO,,,,,,,49,HOMBRE
450,VENEZOLANO,,,,,,,48,HOMBRE
451,ECUATORIANO,,,,,,,23,HOMBRE
452,ECUATORIANO,,,,,,,29,HOMBRE
453,ECUATORIANO,,,,,,,36,HOMBRE
454,ECUATORIANO,,,,,,,37,HOMBRE
455,ECUATORIANO,,,,,,,44,HOMBRE
456,ECUATORIANO,,,,,,,21,HOMBRE
457,ECUATORIANO,,,,,,,35,HOMBRE
458,ECUATORIANO,,,,,,,47,MUJER
459,ECUATORIANO,,,,,,,36,HOMBRE
460,ECUATORIANO,,,,,,,37,MUJER
461,ECUATORIANO,,,,,,,46,HOMBRE
462,ECUATORIANO,,,,,,,34,HOMBRE
463,ECUATORIANO,,,,,,,36,MUJER
464,ECUATORIANO,,,,,,,43,MUJER
465,ECUATORIANO,,,,,,,53,HOMBRE
466,VENEZOLANO,,,,,,,27,HOMBRE
467,ECUATORIANO,,,,,,,28,HOMBRE
468,ECUATORIANO,,,,,,,25,HOMBRE
469,ECUATORIANO,,,,,,,39,HOMBRE
470,ECUATORIANO,,,,,,,46,HOMBRE
471,ECUATORIANO,,,,,,,35,HOMBRE
472,ECUATORIANO,,,,,,,27,HOMBRE
473,ECUATORIANO,,,,,,,20,HOMBRE
474,ECUATORIANO,,,,,,,19,HOMBRE
475,ECUATORIANO,,,,,,,22,MUJER
476,ECUATORIANO,,,,,,,34,HOMBRE
477,ECUATORIANO,,,,,,,58,HOMBRE
478,ECUATORIANO,,,,,,,34,HOMBRE
479,ECUATORIANO,,,,,,,35,HOMBRE
480,ECUATORIANO,,,,,,,27,HOMBRE
481,ECUATORIANO,,,,,,,43,HOMBRE
482,ECUATORIANO,,,,,,,13,HOMBRE
483,ECUATORIANO,,,,,,,25,HOMBRE
484,ECUATORIANO,,,,,,,55,HOMBRE
485,ECUATORIANO,,,,,,,38,HOMBRE
486,ECUATORIANO,,,,,,,37,HOMBRE
487,ECUATORIANO,,,,,,,32,HOMBRE
488,ECUATORIANO,,,,,,,21,HOMBRE
489,ECUATORIANO,,,,,,,27,HOMBRE
490,ECUATORIANO,,,,,,,20,HOMBRE
491,ECUATORIANO,,,,,,,23,HOMBRE
492,ECUATORIANO,,,,,,,26,HOMBRE
493,ECUATORIANO,,,,,,,23,HOMBRE
494,ECUATORIANO,,,,,,,19,HOMBRE
495,ECUATORIANO,,,,,,,23,HOMBRE
496,ECUATORIANO,,,,,,,26,HOMBRE
497,ECUATORIANO,,,,,,,33,HOMBRE
498,ECUATORIANO,,,,,,,50,HOMBRE
499,ECUATORIANO,,,,,,,48,MUJER
500,ECUATORIANO,,,,,,,27,HOMBRE
501,ECUATORIANO,,,,,,,41,HOMBRE
502,ECUATORIANO,,,,,,,20,MUJER
503,ECUATORIANO,,,,,,,56,HOMBRE
504,ECUATORIANO,,,,,,,47,HOMBRE
505,ECUATORIANO,,,,,,,28,MUJER
506,ECUATORIANO,,,,,,,39,HOMBRE
507,ECUATORIANO,,,,,,,53,HOMBRE
508,ECUATORIANO,,,,,,,27,HOMBRE
509,ECUATORIANO,,,,,,,23,HOMBRE
510,ECUATORIANO,,,,,,,33,HOMBRE
511,ECUATORIANO,,,,,,,24,HOMBRE
512,ECUATORIANO,,,,,,,25,MUJER
513,ECUATORIANO,,,,,,,22,MUJER
514,ECUATORIANO,,,,,,,36,HOMBRE
515,ECUATORIANO,,,,,,,44,HOMBRE
516,ECUATORIANO,,,,,,,63,HOMBRE
517,ECUATORIANO,,,,,,,38,HOMBRE
518,ECUATORIANO,,,,,,,38,MUJER
519,ECUATORIANO,,,,,,,42,MUJER
520,ECUATORIANO,,,,,,,24,MUJER
521,VENEZOLANO,,,,,,,29,HOMBRE
522,ECUATORIANO,,,,,,,35,HOMBRE
523,ECUATORIANO,,,,,,,26,HOMBRE
524,ECUATORIANO,,,,,,,21,HOMBRE
525,ECUATORIANO,,,,,,,31,HOMBRE
526,ECUATORIANO,,,,,,,22,HOMBRE
527,ECUATORIANO,,,,,,,31,MUJER
528,ECUATORIANO,,,,,,,50,HOMBRE
529,ECUATORIANO,,,,,,,40,HOMBRE
530,ECUATORIANO,,,,,,,41,MUJER
531,ECUATORIANO,,,,,,,58,HOMBRE
532,ECUATORIANO,,,,,,,36,HOMBRE
533,ECUATORIANO,,,,,,,40,HOMBRE
534,ECUATORIANO,,,,,,,35,HOMBRE
535,ECUATORIANO,,,,,,,26,HOMBRE
536,ECUATORIANO,,,,,,,33,MUJER
537,ECUATORIANO,,,,,,,31,MUJER
538,ECUATORIANO,,,,,,,20,MUJER
539,ECUATORIANO,,,,,,,30,HOMBRE
540,ECUATORIANO,,,,,,,39,HOMBRE
541,ECUATORIANO,,,,,,,51,HOMBRE
542,ECUATORIANO,,,,,,,30,MUJER
543,ECUATORIANO,,,,,,,30,HOMBRE
