id_persona,nacionalidad,autoidentificacion_etnica,estatus_migratorio,numero_detenciones,estado_civil,nivel_de_instruccion,genero,edad,sexo
140,ECUATORIANO,,,,,,,35,HOMBRE
141,ECUATORIANO,,,,,,,21,HOMBRE
142,ECUATORIANO,,,,,,,42,HOMBRE
143,ECUATORIANO,,,,,,,24,HOMBRE
144,ECUATORIANO,,,,,,,52,HOMBRE
145,ECUATORIANO,,,,,,,30,HOMBRE
146,ECUATORIANO,,,,,,,56,HOMBRE
147,ECUATORIANO,,,,,,,36,HOMBRE
148,ECUATORIANO,,,,,,,22,MUJER
149,ECUATORIANO,,,,,,,40,HOMBRE
150,ECUATORIANO,,,,,,,54,HOMBRE
151,VENEZOLANO,,,,,,,40,HOMBRE
152,VENEZOLANO,,,,,,,30,HOMBRE
153,ECUATORIANO,,,,,,,22,HOMBRE
154,VENEZOLANO,,,,,,,25,HOMBRE
155,ECUATORIANO,,,,,,,46,HOMBRE
156,ECUATORIANO,,,,,,,41,HOMBRE
157,ECUATORIANO,,,,,,,25,HOMBRE
158,ECUATORIANO,,,,,,,36,HOMBRE
159,ECUATORIANO,,,,,,,32,HOMBRE
160,ECUATORIANO,,,,,,,26,MUJER
161,ECUATORIANO,,,,,,,37,HOMBRE
162,ECUATORIANO,,,,,,,26,HOMBRE
163,ECUATORIANO,,,,,,,31,HOMBRE
164,ECUATORIANO,,,,,,,25,HOMBRE
165,ECUATORIANO,,,,,,,34,MUJER
166,ECUATORIANO,,,,,,,29,MUJER
167,ECUATORIANO,,,,,,,35,HOMBRE
168,ECUATORIANO,,,,,,,26,HOMBRE
169,ECUATORIANO,,,,,,,23,HOMBRE
170,ECUATORIANO,,,,,,,26,HOMBRE
171,ECUATORIANO,,,,,,,31,MUJER
172,ECUATORIANO,,,,,,,38,HOMBRE
173,ECUATORIANO,,,,,,,55,MUJER
174,ECUATORIANO,,,,,,,28,HOMBRE
175,ECUATORIANO,,,,,,,29,MUJER
176,ECUATORIANO,,,,,,,31,HOMBRE
177,ECUATORIANO,,,,,,,23,HOMBRE
178,ECUATORIANO,,,,,,,38,HOMBRE
179,ECUATORIANO,,,,,,,31,HOMBRE
180,ECUATORIANO,,,,,,,17,HOMBRE
181,ECUATORIANO,,,,,,,35,HOMBRE
182,ECUATORIANO,,,,,,,53,MUJER
183,ECUATORIANO,,,,,,,26,HOMBRE
184,ECUATORIANO,,,,,,,46,HOMBRE
185,ECUATORIANO,,,,,,,25,HOMBRE
186,ECUATORIANO,,,,,,,21,HOMBRE
187,ECUATORIANO,,,,,,,20,HOMBRE
188,ECUATORIANO,,,,,,,55,HOMBRE
189,ECUATORIANO,,,,,,,33,HOMBRE
190,ECUATORIANO,,,,,,,32,HOMBRE
191,VENEZOLANO,,,,,,,32,HOMBRE
192,ECUATORIANO,,,,,,,39,HOMBRE
193,ECUATORIANO,,,,,,,19,HOMBRE
194,ECUATORIANO,,,,,,,46,HOMBRE
195,VENEZOLANO,,,,,,,27,HOMBRE
196,ECUATORIANO,,,,,,,34,HOMBRE
197,ECUATORIANO,,,,,,,22,HOMBRE
198,ECUATORIANO,,,,,,,52,HOMBRE
199,ECUATORIANO,,,,,,,39,HOMBRE
200,ECUATORIANO,,,,,,,29,HOMBRE
201,COLOMBIANO,,,,,,,,HOMBRE
202,VENEZOLANO,,,,,,,33,HOMBRE
203,ECUATORIANO,,,,,,,42,MUJER
204,ECUATORIANO,,,,,,,43,HOMBRE
205,ECUATORIANO,,,,,,,28,HOMBRE
206,ECUATORIANO,,,,,,,24,HOMBRE
207,ECUATORIANO,,,,,,,37,HOMBRE
208,ECUATORIANO,,,,,,,31,HOMBRE
209,ECUATORIANO,,,,,,,47,HOMBRE
210,ECUATORIANO,,,,,,,37,HOMBRE
211,ECUATORIANO,,,,,,,50,HOMBRE
212,ECUATORIANO,,,,,,,53,HOMBRE
213,ECUATORIANO,,,,,,,56,MUJER
214,ECUATORIANO,,,,,,,22,HOMBRE
215,ECUATORIANO,,,,,,,28,HOMBRE
216,VENEZOLANO,,,,,,,41,MUJER
217,ECUATORIANO,,,,,,,39,HOMBRE
218,ECUATORIANO,,,,,,,17,HOMBRE
219,ECUATORIANO,,,,,,,35,HOMBRE
220,ECUATORIANO,,,,,,,33,HOMBRE
221,ECUATORIANO,,,,,,,33,HOMBRE
222,ECUATORIANO,,,,,,,21,HOMBRE
223,ECUATORIANO,,,,,,,33,HOMBRE
224,ECUATORIANO,,,,,,,25,HOMBRE
225,ECUATORIANO,,,,,,,19,HOMBRE
226,ECUATORIANO,,,,,,,40,HOMBRE
227,ECUATORIANO,,,,,,,22,MUJER
228,ECUATORIANO,,,,,,,24,HOMBRE
229,ECUATORIANO,,,,,,,32,HOMBRE
230,VENEZOLANO,,,,,,,37,HOMBRE
231,ECUATORIANO,,,,,,,51,HOMBRE
232,ECUATORIANO,,,,,,,22,HOMBRE
233,ECUATORIANO,,,,,,,24,HOMBRE
234,ECUATORIANO,,,,,,,41,HOMBRE
235,ECUATORIANO,,,,,,,18,HOMBRE
236,ECUATORIANO,,,,,,,21,HOMBRE
237,ECUATORIANO,,,,,,,38,HOMBRE
238,ECUATORIANO,,,,,,,53,HOMBRE
239,ECUATORIANO,,,,,,,32,HOMBRE
240,ECUATORIANO,,,,,,,44,MUJER
241,ECUATORIANO,,,,,,,22,HOMBRE
242,ECUATORIANO,,,,,,,44,HOMBRE
243,ECUATORIANO,,,,,,,33,HOMBRE
244,ECUATORIANO,,,,,,,32,HOMBRE
245,ECUATORIANO,,,,,,,47,HOMBRE
246,ECUATORIANO,,,,,,,19,HOMBRE
247,ECUATORIANO,,,,,,,47,HOMBRE
248,ECUATORIANO,,,,,,,24,HOMBRE
249,ECUATORIANO,,,,,,,38,HOMBRE
250,ECUATORIANO,,,,,,,26,HOMBRE
251,ECUATORIANO,,,,,,,24,HOMBRE
252,ECUATORIANO,,,,,,,35,HOMBRE
253,ECUATORIANO,,,,,,,40,HOMBRE
254,ECUATORIANO,,,,,,,19,HOMBRE
255,ECUATORIANO,,,,,,,28,HOMBRE
256,ECUATORIANO,,,,,,,20,HOMBRE
257,ECUATORIANO,,,,,,,41,HOMBRE
258,ECUATORIANO,,,,,,,59,HOMBRE
259,VENEZOLANO,,,,,,,23,HOMBRE
260,ECUATORIANO,,,,,,,27,HOMBRE
261,ECUATORIANO,,,,,,,29,HOMBRE
262,ECUATORIANO,,,,,,,37,HOMBRE
263,ECUATORIANO,,,,,,,20,HOMBRE
264,ECUATORIANO,,,,,,,56,HOMBRE
265,ECUATORIANO,,,,,,,20,HOMBRE
266,ECUATORIANO,,,,,,,21,HOMBRE
267,ECUATORIANO,,,,,,,19,HOMBRE
268,ECUATORIANO,,,,,,,24,HOMBRE
269,ECUATORIANO,,,,,,,26,HOMBRE
270,ECUATORIANO,,,,,,,63,MUJER
271,ECUATORIANO,,,,,,,64,HOMBRE
272,ECUATORIANO,,,,,,,18,HOMBRE
273,ECUATORIANO,,,,,,,30,HOMBRE
274,ECUATORIANO,,,,,,,36,HOMBRE
275,ECUATORIANO,,,,,,,20,HOMBRE
276,ECUATORIANO,,,,,,,39,HOMBRE
277,ECUATORIANO,,,,,,,35,HOMBRE
278,ECUATORIANO,,,,,,,19,HOMBRE
279,ECUATORIANO,,,,,,,50,MUJER
280,ECUATORIANO,,,,,,,27,HOMBRE
281,ECUATORIANO,,,,,,,27,HOMBRE
282,ECUATORIANO,,,,,,,55,HOMBRE
283,ECUATORIANO,,,,,,,26,HOMBRE
284,ECUATORIANO,,,,,,,26,HOMBRE
285,ECUATORIANO,,,,,,,32,HOMBRE
286,ECUATORIANO,,,,,,,28,HOMBRE
287,ECUATORIANO,,,,,,,23,HOMBRE
288,ECUATORIANO,,,,,,,25,HOMBRE
289,ECUATORIANO,,,,,,,24,HOMBRE
290,ECUATORIANO,,,,,,,25,HOMBRE
291,ECUATORIANO,,,,,,,47,HOMBRE
292,ECUATORIANO,,,,,,,14,HOMBRE
293,ECUATORIANO,,,,,,,35,HOMBRE
294,ECUATORIANO,,,,,,,28,HOMBRE
295,ECUATORIANO,,,,,,,21,HOMBRE
296,VENEZOLANO,,,,,,,20,HOMBRE
297,ECUATORIANO,,,,,,,18,HOMBRE
298,ECUATORIANO,,,,,,,57,HOMBRE
299,ECUATORIANO,,,,,,,29,HOMBRE
300,ECUATORIANO,,,,,,,38,MUJER
301,ECUATORIANO,,,,,,,19,MUJER
302,ECUATORIANO,,,,,,,46,HOMBRE
303,ECUATORIANO,,,,,,,35,HOMBRE
304,ECUATORIANO,,,,,,,61,HOMBRE
305,ECUATORIANO,,,,,,,19,HOMBRE
306,ECUATORIANO,,,,,,,22,HOMBRE
307,ECUATORIANO,,,,,,,36,HOMBRE
308,COLOMBIANO,,,,,,,32,HOMBRE
309,ECUATORIANO,,,,,,,37,HOMBRE
310,ECUATORIANO,,,,,,,30,HOMBRE
311,ECUATORIANO,,,,,,,26,HOMBRE
312,ECUATORIANO,,,,,,,25,HOMBRE
313,ECUATORIANO,,,,,,,77,MUJER
314,ECUATORIANO,,,,,,,53,HOMBRE
315,ECUATORIANO,,,,,,,20,HOMBRE
316,ECUATORIANO,,,,,,,34,HOMBRE
317,ECUATORIANO,,,,,,,54,HOMBRE
318,ECUATORIANO,,,,,,,38,HOMBRE
319,ECUATORIANO,,,,,,,38,HOMBRE
320,VENEZOLANO,,,,,,,22,HOMBRE
321,ECUATORIANO,,,,,,,19,HOMBRE
322,ECUATORIANO,,,,,,,29,HOMBRE
323,ECUATORIANO,,,,,,,27,HOMBRE
324,ECUATORIANO,,,,,,,42,HOMBRE
325,ECUATORIANO,,,,,,,27,HOMBRE
326,ECUATORIANO,,,,,,,37,MUJER
327,ECUATORIANO,,,,,,,23,HOMBRE
328,ECUATORIANO,,,,,,,49,HOMBRE
329,ECUATORIANO,,,,,,,18,HOMBRE
330,PERUANO,,,,,,,22,HOMBRE
331,VENEZOLANO,,,,,,,25,HOMBRE
332,ECUATORIANO,,,,,,,31,HOMBRE
333,PERUANO,,,,,,,48,HOMBRE
334,VENEZOLANO,,,,,,,30,HOMBRE
335,VENEZOLANO,,,,,,,,HOMBRE
336,ECUATORIANO,,,,,,,16,HOMBRE
337,ECUATORIANO,,,,,,,24,HOMBRE
338,ECUATORIANO,,,,,,,38,HOMBRE
339,ECUATORIANO,,,,,,,,HOMBRE
340,ECUATORIANO,,,,,,,36,HOMBRE
341,ECUATORIANO,,,,,,,24,HOMBRE
342,ECUATORIANO,,,,,,,46,HOMBRE
343,ECUATORIANO,,,,,,,25,HOMBRE
344,ECUATORIANO,,,,,,,23,HOMBRE
345,ECUATORIANO,,,,,,,26,HOMBRE
346,VENEZOLANO,,,,,,,23,HOMBRE
347,ECUATORIANO,,,,,,,37,HOMBRE
348,ECUATORIANO,,,,,,,26,HOMBRE
349,ECUATORIANO,,,,,,,18,HOMBRE
350,ECUATORIANO,,,,,,,29,HOMBRE
351,ECUATORIANO,,,,,,,25,HOMBRE
352,ECUATORIANO,,,,,,,21,HOMBRE
353,ECUATORIANO,,,,,,,26,MUJER
354,ECUATORIANO,,,,,,,36,HOMBRE
355,ECUATORIANO,,,,,,,55,HOMBRE
356,ECUATORIANO,,,,,,,38,HOMBRE
357,PERUANO,,,,,,,38,HOMBRE
358,ECUATORIANO,,,,,,,53,MUJER
359,ECUATORIANO,,,,,,,50,MUJER
360,COLOMBIANO,,,,,,,31,HOMBRE
361,ECUATORIANO,,,,,,,44,HOMBRE
362,ECUATORIANO,,,,,,,35,HOMBRE
363,ECUATORIANO,,,,,,,24,HOMBRE
364,ECUATORIANO,,,,,,,18,HOMBRE
365,ECUATORIANO,,,,,,,14,HOMBRE
366,COLOMBIANO,,,,,,,42,HOMBRE
367,ECUATORIANO,,,,,,,28,HOMBRE
368,ECUATORIANO,,,,,,,38,HOMBRE
369,ECUATORIANO,,,,,,,55,HOMBRE
370,ECUATORIANO,,,,,,,25,HOMBRE
371,ECUATORIANO,,,,,,,40,HOMBRE
372,ECUATORIANO,,,,,,,23,HOMBRE
373,ECUATORIANO,,,,,,,25,HOMBRE
374,ECUATORIANO,,,,,,,41,HOMBRE
375,ECUATORIANO,,,,,,,39,HOMBRE
376,ECUATORIANO,,,,,,,36,HOMBRE
377,ECUATORIANO,,,,,,,27,HOMBRE
378,ECUATORIANO,,,,,,,23,HOMBRE
379,ECUATORIANO,,,,,,,35,HOMBRE
380,ECUATORIANO,,,,,,,33,HOMBRE
381,ECUATORIANO,,,,,,,27,HOMBRE
382,ECUATORIANO,,,,,,,25,HOMBRE
383,ECUATORIANO,,,,,,,24,HOMBRE
384,ECUATORIANO,,,,,,,38,HOMBRE
385,ECUATORIANO,,,,,,,19,HOMBRE
386,ECUATORIANO,,,,,,,38,MUJER
387,ECUATORIANO,,,,,,,32,HOMBRE
388,ECUATORIANO,,,,,,,32,HOMBRE
389,ECUATORIANO,,,,,,,30,HOMBRE
390,ECUATORIANO,,,,,,,35,HOMBRE
391,ECUATORIANO,,,,,,,18,HOMBRE
392,ECUATORIANO,,,,,,,31,HOMBRE
393,ECUATORIANO,,,,,,,39,HOMBRE
394,ECUATORIANO,,,,,,,18,HOMBRE
395,ECUATORIANO,,,,,,,23,HOMBRE
396,ECUATORIANO,,,,,,,20,HOMBRE
397,ECUATORIANO,,,,,,,20,HOMBRE
398,ECUATORIANO,,,,,,,31,HOMBRE
399,ECUATORIANO,,,,,,,31,HOMBRE
400,ECUATORIANO,,,,,,,29,MUJER
401,ECUATORIANO,,,,,,,20,HOMBRE
402,ECUATORIANO,,,,,,,43,MUJER
403,ECUATORIANO,,,,,,,54,HOMBRE
404,ECUATORIANO,,,,,,,39,HOMBRE
405,ECUATORIANO,,,,,,,33,HOMBRE
406,ECUATORIANO,,,,,,,55,HOMBRE
407,ECUATORIANO,,,,,,,48,HOMBRE
408,ECUATORIANO,,,,,,,39,HOMBRE
409,ECUATORIANO,,,,,,,18,HOMBRE
410,ECUATORIANO,,,,,,,30,HOMBRE
411,ECUATORIANO,,,,,,,18,HOMBRE
412,ECUATORIANO,,,,,,,25,HOMBRE
413,ECUATORIANO,,,,,,,35,HOMBRE
414,ECUATORIANO,,,,,,,24,HOMBRE
415,ECUATORIANO,,,,,,,32,HOMBRE
416,ECUATORIANO,,,,,,,24,HOMBRE
417,ECUATORIANO,,,,,,,34,HOMBRE
418,ECUATORIANO,,,,,,,26,HOMBRE
419,ECUATORIANO,,,,,,,24,HOMBRE
420,ECUATORIANO,,,,,,,31,HOMBRE
421,ECUATORIANO,,,,,,,24,HOMBRE
422,ECUATORIANO,,,,,,,77,HOMBRE
423,ECUATORIANO,,,,,,,19,HOMBRE
424,ECUATORIANO,,,,,,,36,MUJER
425,ECUATORIANO,,,,,,,38,HOMBRE
426,ECUATORIANO,,,,,,,28,HOMBRE
427,ECUATORIANO,,,,,,,20,HOMBRE
428,ECUATORIANO,,,,,,,45,HOMBRE
429,ECUATORIANO,,,,,,,51,HOMBRE
430,ECUATORIANO,,,,,,,26,HOMBRE
431,ECUATORIANO,,,,,,,42,HOMBRE
432,ECUATORIANO,,,,,,,46,MUJER
433,ECUATORIANO,,,,,,,15,HOMBRE
434,ECUATORIANO,,,,,,,44,MUJER
435,ECUATORIANO,,,,,,,32,HOMBRE
436,ECUATORIANO,,,,,,,53,HOMBRE
437,ECUATORIANO,,,,,,,45,HOMBRE
438,COLOMBIANO,,,,,,,25,HOMBRE
439,ECUATORIANO,,,,,,,25,HOMBRE
440,ECUATORIANO,,,,,,,18,HOMBRE
441,ECUATORIANO,,,,,,,38,MUJER
442,VENEZOLANO,,,,,,,29,HOMBRE
443,ECUATORIANO,,,,,,,18,HOMBRE
444,ECUATORIANO,,,,,,,30,HOMBRE
445,ECUATORIANO,,,,,,,24,HOMBRE
446,VENEZOLANO,,,,,,,65,MUJER
447,ECUATORIANO,,,,,,,24,HOMBRE
448,ECUATORIANO,,,,,,,34,HOMBRE
449,ECUATORIANO,,,,,,,19,HOMBRE
450,ECUATORIANO,,,,,,,19,HOMBRE
451,ECUATORIANO,,,,,,,24,HOMBRE
452,ECUATORIANO,,,,,,,23,HOMBRE
453,ECUATORIANO,,,,,,,29,HOMBRE
454,ECUATORIANO,,,,,,,27,MUJER
455,ECUATORIANO,,,,,,,41,HOMBRE
456,ECUATORIANO,,,,,,,43,HOMBRE
457,ECUATORIANO,,,,,,,54,HOMBRE
458,ECUATORIANO,,,,,,,20,HOMBRE
459,ECUATORIANO,,,,,,,32,HOMBRE
460,ECUATORIANO,,,,,,,45,HOMBRE
461,ECUATORIANO,,,,,,,39,HOMBRE
462,ECUATORIANO,,,,,,,23,HOMBRE
463,ECUATORIANO,,,,,,,23,HOMBRE
464,ECUATORIANO,,,,,,,23,HOMBRE
465,ECUATORIANO,,,,,,,27,HOMBRE
466,ECUATORIANO,,,,,,,49,HOMBRE
467,ECUATORIANO,,,,,,,25,HOMBRE
468,ECUATORIANO,,,,,,,22,HOMBRE
469,ECUATORIANO,,,,,,,22,HOMBRE
470,ECUATORIANO,,,,,,,35,HOMBRE
471,VENEZOLANO,,,,,,,20,HOMBRE
472,ECUATORIANO,,,,,,,44,HOMBRE
473,ECUATORIANO,,,,,,,60,HOMBRE
474,ECUATORIANO,,,,,,,34,HOMBRE
475,ECUATORIANO,,,,,,,29,HOMBRE
476,ECUATORIANO,,,,,,,38,HOMBRE
477,ECUATORIANO,,,,,,,45,HOMBRE
478,ECUATORIANO,,,,,,,42,HOMBRE
479,ECUATORIANO,,,,,,,27,HOMBRE
480,ECUATORIANO,,,,,,,39,HOMBRE
481,ECUATORIANO,,,,,,,18,HOMBRE
482,ECUATORIANO,,,,,,,27,HOMBRE
483,VENEZOLANO,,,,,,,,HOMBRE
484,ECUATORIANO,,,,,,,20,HOMBRE
485,ECUATORIANO,,,,,,,36,HOMBRE
486,ECUATORIANO,,,,,,,27,HOMBRE
487,ECUATORIANO,,,,,,,41,HOMBRE
488,ECUATORIANO,,,,,,,46,HOMBRE
489,ECUATORIANO,,,,,,,34,HOMBRE
490,ECUATORIANO,,,,,,,63,HOMBRE
491,ECUATORIANO,,,,,,,25,HOMBRE
492,ECUATORIANO,,,,,,,16,HOMBRE
493,ECUATORIANO,,,,,,,37,HOMBRE
494,ECUATORIANO,,,,,,,35,HOMBRE
495,ECUATORIANO,,,,,,,26,HOMBRE
496,COLOMBIANO,,,,,,,28,HOMBRE
497,ECUATORIANO,,,,,,,26,MUJER
498,ECUATORIANO,,,,,,,17,HOMBRE
499,ECUATORIANO,,,,,,,17,HOMBRE
500,ECUATORIANO,,,,,,,20,HOMBRE
501,ECUATORIANO,,,,,,,33,MUJER
502,ECUATORIANO,,,,,,,43,HOMBRE
503,ECUATORIANO,,,,,,,45,HOMBRE
504,ECUATORIANO,,,,,,,37,HOMBRE
505,ECUATORIANO,,,,,,,45,HOMBRE
506,VENEZOLANO,,,,,,,31,HOMBRE
507,ECUATORIANO,,,,,,,36,HOMBRE
508,PERUANO,,,,,,,36,HOMBRE
509,ECUATORIANO,,,,,,,25,HOMBRE
510,ECUATORIANO,,,,,,,24,HOMBRE
511,ECUATORIANO,,,,,,,24,HOMBRE
512,ECUATORIANO,,,,,,,39,HOMBRE
513,ECUATORIANO,,,,,,,30,HOMBRE
514,ECUATORIANO,,,,,,,39,MUJER
515,ECUATORIANO,,,,,,,41,HOMBRE
516,ECUATORIANO,,,,,,,26,HOMBRE
517,ECUATORIANO,,,,,,,67,HOMBRE
518,ECUATORIANO,,,,,,,22,HOMBRE
519,ECUATORIANO,,,,,,,29,HOMBRE
520,ECUATORIANO,,,,,,,20,HOMBRE
521,ECUATORIANO,,,,,,,27,HOMBRE
522,ECUATORIANO,,,,,,,29,HOMBRE
523,ECUATORIANO,,,,,,,21,HOMBRE
524,ECUATORIANO,,,,,,,18,HOMBRE
525,ECUATORIANO,,,,,,,57,HOMBRE
526,ECUATORIANO,,,,,,,24,HOMBRE
527,ECUATORIANO,,,,,,,70,HOMBRE
528,ECUATORIANO,,,,,,,23,HOMBRE
529,ECUATORIANO,,,,,,,24,HOMBRE
530,ECUATORIANO,,,,,,,32,HOMBRE
531,ECUATORIANO,,,,,,,26,HOMBRE
532,ECUATORIANO,,,,,,,41,HOMBRE
533,ECUATORIANO,,,,,,,59,HOMBRE
534,ECUATORIANO,,,,,,,56,HOMBRE
535,ECUATORIANO,,,,,,,39,HOMBRE
536,ECUATORIANO,,,,,,,21,HOMBRE
537,ECUATORIANO,,,,,,,28,HOMBRE
